stock_id,name,market,status,updated_at
3066,李洲,TPEx,active,2025-09-08 07:24:58
3067,全域,TPEx,active,2025-09-08 07:24:58
3071,協禧,TPEx,active,2025-09-08 07:24:58
3073,天方能源,TPEx,active,2025-09-08 07:24:58
3078,僑威,TPEx,active,2025-09-08 07:24:58
3081,聯亞,TPEx,active,2025-09-08 07:24:58
3083,網龍,TPEx,active,2025-09-08 07:24:58
3085,新零售,TPEx,active,2025-09-08 07:24:58
3086,華義,TPEx,active,2025-09-08 07:24:58
3088,艾訊,TPEx,active,2025-09-08 07:24:58
3093,港建*,TPEx,active,2025-09-08 07:24:58
3095,及成,TPEx,active,2025-09-08 07:24:58
3105,穩懋,TPEx,active,2025-09-08 07:24:58
3114,好德,TPEx,active,2025-09-08 07:24:58
3115,富榮綱,TPEx,active,2025-09-08 07:24:58
3118,進階,TPEx,active,2025-09-08 07:24:58
3122,笙泉,TPEx,active,2025-09-08 07:24:58
3128,昇銳,TPEx,active,2025-09-08 07:24:58
3131,弘塑,TPEx,active,2025-09-08 07:24:58
3141,晶宏,TPEx,active,2025-09-08 07:24:58
3147,大綜,TPEx,active,2025-09-08 07:24:58
3152,璟德,TPEx,active,2025-09-08 07:24:58
3162,精確,TPEx,active,2025-09-08 07:24:58
3163,波若威,TPEx,active,2025-09-08 07:24:58
3169,亞信,TPEx,active,2025-09-08 07:24:58
3171,炎洲流通,TPEx,active,2025-09-08 07:24:58
3176,基亞,TPEx,active,2025-09-08 07:24:58
3178,公準,TPEx,active,2025-09-08 07:24:58
3188,鑫龍騰,TPEx,active,2025-09-08 07:24:58
3191,雲嘉南,TPEx,active,2025-09-08 07:24:58
3205,佰研,TPEx,active,2025-09-08 07:24:58
3206,志豐,TPEx,active,2025-09-08 07:24:58
3207,耀勝,TPEx,active,2025-09-08 07:24:58
3211,順達,TPEx,active,2025-09-08 07:24:58
3213,茂訊,TPEx,active,2025-09-08 07:24:58
3217,優群,TPEx,active,2025-09-08 07:24:58
3218,大學光,TPEx,active,2025-09-08 07:24:58
3219,倚強科,TPEx,active,2025-09-08 07:24:58
3221,台嘉碩,TPEx,active,2025-09-08 07:24:58
3224,三顧,TPEx,active,2025-09-08 07:24:58
3226,龍鋒,TPEx,active,2025-09-08 07:24:58
3227,原相,TPEx,active,2025-09-08 07:24:58
3228,金麗科,TPEx,active,2025-09-08 07:24:58
3230,錦明,TPEx,active,2025-09-08 07:24:58
3232,昱捷,TPEx,active,2025-09-08 07:24:58
3234,光環,TPEx,active,2025-09-08 07:24:58
3236,千如,TPEx,active,2025-09-08 07:24:58
3252,海灣,TPEx,active,2025-09-08 07:24:58
3259,鑫創,TPEx,active,2025-09-08 07:24:58
3260,威剛,TPEx,active,2025-09-08 07:24:58
3264,欣銓,TPEx,active,2025-09-08 07:24:58
3265,台星科,TPEx,active,2025-09-08 07:24:58
3268,海德威,TPEx,active,2025-09-08 07:24:58
3272,東碩,TPEx,active,2025-09-08 07:24:58
3276,宇環,TPEx,active,2025-09-08 07:24:58
3284,太普高,TPEx,active,2025-09-08 07:24:58
3285,微端,TPEx,active,2025-09-08 07:24:58
3287,廣寰科,TPEx,active,2025-09-08 07:24:58
3288,點晶,TPEx,active,2025-09-08 07:24:58
3289,宜特,TPEx,active,2025-09-08 07:24:58
3290,東浦,TPEx,active,2025-09-08 07:24:58
3293,鈊象,TPEx,active,2025-09-08 07:24:58
3294,英濟,TPEx,active,2025-09-08 07:24:58
3297,杭特,TPEx,active,2025-09-08 07:24:58
3303,岱稜,TPEx,active,2025-09-08 07:24:58
3306,鼎天,TPEx,active,2025-09-08 07:24:58
3310,佳穎,TPEx,active,2025-09-08 07:24:58
3313,斐成,TPEx,active,2025-09-08 07:24:58
3317,尼克森,TPEx,active,2025-09-08 07:24:58
3322,建舜電,TPEx,active,2025-09-08 07:24:58
3323,加百裕,TPEx,active,2025-09-08 07:24:58
3324,雙鴻,TPEx,active,2025-09-08 07:24:58
3325,旭品,TPEx,active,2025-09-08 07:24:58
3332,幸康,TPEx,active,2025-09-08 07:24:58
3339,泰谷,TPEx,active,2025-09-08 07:24:58
3349,寶德,TPEx,active,2025-09-08 07:24:58
3354,律勝,TPEx,active,2025-09-08 07:24:58
3357,臺慶科,TPEx,active,2025-09-08 07:24:58
3360,尚立,TPEx,active,2025-09-08 07:24:58
3362,先進光,TPEx,active,2025-09-08 07:24:58
3363,上詮,TPEx,active,2025-09-08 07:24:58
3372,典範,TPEx,active,2025-09-08 07:24:58
3373,熱映,TPEx,active,2025-09-08 07:24:58
3374,精材,TPEx,active,2025-09-08 07:24:58
3379,彬台,TPEx,active,2025-09-08 07:24:58
3388,崇越電,TPEx,active,2025-09-08 07:24:58
3390,旭軟,TPEx,active,2025-09-08 07:24:58
3402,漢科,TPEx,active,2025-09-08 07:24:58
3426,台興,TPEx,active,2025-09-08 07:24:58
3430,奇鈦科,TPEx,active,2025-09-08 07:24:58
3434,哲固,TPEx,active,2025-09-08 07:24:58
3438,類比科,TPEx,active,2025-09-08 07:24:58
3441,聯一光,TPEx,active,2025-09-08 07:24:58
3444,利機,TPEx,active,2025-09-08 07:24:58
3455,由田,TPEx,active,2025-09-08 07:24:58
3465,進泰電子,TPEx,active,2025-09-08 07:24:58
3466,德晉,TPEx,active,2025-09-08 07:24:58
3467,台灣精材,TPEx,active,2025-09-08 07:24:58
3479,安勤,TPEx,active,2025-09-08 07:24:58
3483,力致,TPEx,active,2025-09-08 07:24:58
3484,崧騰,TPEx,active,2025-09-08 07:24:58
3489,森寶,TPEx,active,2025-09-08 07:24:58
3490,單井,TPEx,active,2025-09-08 07:24:58
3491,昇達科,TPEx,active,2025-09-08 07:24:58
3492,長盛,TPEx,active,2025-09-08 07:24:58
3498,陽程,TPEx,active,2025-09-08 07:24:58
3499,環天科,TPEx,active,2025-09-08 07:24:58
3508,位速,TPEx,active,2025-09-08 07:24:58
3511,矽瑪,TPEx,active,2025-09-08 07:24:58
3512,皇龍,TPEx,active,2025-09-08 07:24:58
3516,亞帝歐,TPEx,active,2025-09-08 07:24:58
3520,華盈,TPEx,active,2025-09-08 07:24:58
3521,鴻翊,TPEx,active,2025-09-08 07:24:58
3522,御嵿,TPEx,active,2025-09-08 07:24:58
3523,迎輝,TPEx,active,2025-09-08 07:24:58
3526,凡甲,TPEx,active,2025-09-08 07:24:58
3527,聚積,TPEx,active,2025-09-08 07:24:58
3529,力旺,TPEx,active,2025-09-08 07:24:58
3531,先益,TPEx,active,2025-09-08 07:24:58
3537,堡達,TPEx,active,2025-09-08 07:24:58
3540,曜越,TPEx,active,2025-09-08 07:24:58
3541,西柏,TPEx,active,2025-09-08 07:24:58
3546,宇峻,TPEx,active,2025-09-08 07:24:58
3548,兆利,TPEx,active,2025-09-08 07:24:58
3551,世禾,TPEx,active,2025-09-08 07:24:58
3552,同致,TPEx,active,2025-09-08 07:24:58
3555,博士旺,TPEx,active,2025-09-08 07:24:58
3556,禾瑞亞,TPEx,active,2025-09-08 07:24:58
3558,神準,TPEx,active,2025-09-08 07:24:58
3564,其陽,TPEx,active,2025-09-08 07:24:58
3567,逸昌,TPEx,active,2025-09-08 07:24:58
3570,大塚,TPEx,active,2025-09-08 07:24:58
3577,泓格,TPEx,active,2025-09-08 07:24:58
3580,友威科,TPEx,active,2025-09-08 07:24:58
3581,博磊,TPEx,active,2025-09-08 07:24:58
3587,閎康,TPEx,active,2025-09-08 07:24:58
3594,磐儀,TPEx,active,2025-09-08 07:24:58
3597,映興,TPEx,active,2025-09-08 07:24:58
3609,三一東林,TPEx,active,2025-09-08 07:24:58
3611,鼎翰,TPEx,active,2025-09-08 07:24:58
3615,安可,TPEx,active,2025-09-08 07:24:58
3623,富晶通,TPEx,active,2025-09-08 07:24:58
3624,光頡,TPEx,active,2025-09-08 07:24:58
3625,西勝,TPEx,active,2025-09-08 07:24:58
3628,盈正,TPEx,active,2025-09-08 07:24:58
3629,地心引力,TPEx,active,2025-09-08 07:24:58
3630,新鉅科,TPEx,active,2025-09-08 07:24:58
3631,晟楠,TPEx,active,2025-09-08 07:24:58
3632,研勤,TPEx,active,2025-09-08 07:24:58
3646,艾恩特,TPEx,active,2025-09-08 07:24:58
3663,鑫科,TPEx,active,2025-09-08 07:24:58
3664,安瑞-KY,TPEx,active,2025-09-08 07:24:58
3666,光耀,TPEx,active,2025-09-08 07:24:58
3672,康聯訊,TPEx,active,2025-09-08 07:24:58
3675,德微,TPEx,active,2025-09-08 07:24:58
3680,家登,TPEx,active,2025-09-08 07:24:58
3684,榮昌,TPEx,active,2025-09-08 07:24:58
3685,元創精密,TPEx,active,2025-09-08 07:24:58
3687,歐買尬,TPEx,active,2025-09-08 07:24:58
3689,湧德,TPEx,active,2025-09-08 07:24:58
3691,碩禾,TPEx,active,2025-09-08 07:24:58
3693,營邦,TPEx,active,2025-09-08 07:24:58
3707,漢磊,TPEx,active,2025-09-08 07:24:58
3709,鑫聯大投控,TPEx,active,2025-09-08 07:24:58
3710,連展投控,TPEx,active,2025-09-08 07:24:58
3713,新晶投控,TPEx,active,2025-09-08 07:24:58
4102,永日,TPEx,active,2025-09-08 07:24:58
4105,東洋,TPEx,active,2025-09-08 07:24:58
4107,邦特,TPEx,active,2025-09-08 07:24:58
4109,加捷生醫,TPEx,active,2025-09-08 07:24:58
4111,濟生,TPEx,active,2025-09-08 07:24:58
4113,聯上,TPEx,active,2025-09-08 07:24:58
4114,健喬,TPEx,active,2025-09-08 07:24:58
4116,明基醫,TPEx,active,2025-09-08 07:24:58
4120,友華,TPEx,active,2025-09-08 07:24:58
4121,優盛,TPEx,active,2025-09-08 07:24:58
4123,晟德,TPEx,active,2025-09-08 07:24:58
4126,太醫,TPEx,active,2025-09-08 07:24:58
4127,天良,TPEx,active,2025-09-08 07:24:58
4128,中天,TPEx,active,2025-09-08 07:24:58
4129,聯合,TPEx,active,2025-09-08 07:24:58
4130,健亞,TPEx,active,2025-09-08 07:24:58
4131,浩泰,TPEx,active,2025-09-08 07:24:58
4138,曜亞,TPEx,active,2025-09-08 07:24:58
4139,馬光-KY,TPEx,active,2025-09-08 07:24:58
4147,中裕,TPEx,active,2025-09-08 07:24:58
4153,鈺緯,TPEx,active,2025-09-08 07:24:58
4154,樂威科-KY,TPEx,active,2025-09-08 07:24:58
4157,太景*-KY,TPEx,active,2025-09-08 07:24:58
4160,訊聯基因,TPEx,active,2025-09-08 07:24:58
4161,聿新科,TPEx,active,2025-09-08 07:24:58
4162,智擎,TPEx,active,2025-09-08 07:24:58
4163,鐿鈦,TPEx,active,2025-09-08 07:24:58
4166,友霖,TPEx,active,2025-09-08 07:24:58
4167,松瑞藥,TPEx,active,2025-09-08 07:24:58
4168,醣聯,TPEx,active,2025-09-08 07:24:58
4171,瑞基,TPEx,active,2025-09-08 07:24:58
4173,久裕,TPEx,active,2025-09-08 07:24:58
4174,浩鼎,TPEx,active,2025-09-08 07:24:58
4175,杏一,TPEx,active,2025-09-08 07:24:58
4183,福永生技,TPEx,active,2025-09-08 07:24:58
4188,安克,TPEx,active,2025-09-08 07:24:58
4192,杏國,TPEx,active,2025-09-08 07:24:58
4198,欣大健康,TPEx,active,2025-09-08 07:24:58
4205,中華食,TPEx,active,2025-09-08 07:24:58
4207,環泰,TPEx,active,2025-09-08 07:24:58
4303,信立,TPEx,active,2025-09-08 07:24:58
4304,勝昱,TPEx,active,2025-09-08 07:24:58
4305,世坤,TPEx,active,2025-09-08 07:24:58
4401,東隆興,TPEx,active,2025-09-08 07:24:58
4402,郡都開發,TPEx,active,2025-09-08 07:24:58
4406,新昕纖,TPEx,active,2025-09-08 07:24:58
4413,飛寶企業,TPEx,active,2025-09-08 07:24:58
4416,三圓,TPEx,active,2025-09-08 07:24:58
4417,金洲,TPEx,active,2025-09-08 07:24:58
4419,皇家美食,TPEx,active,2025-09-08 07:24:58
4420,光明,TPEx,active,2025-09-08 07:24:58
4430,耀億,TPEx,active,2025-09-08 07:24:58
4432,銘旺實,TPEx,active,2025-09-08 07:24:58
4433,興采,TPEx,active,2025-09-08 07:24:58
4442,竣邦-KY,TPEx,active,2025-09-08 07:24:58
4502,健信,TPEx,active,2025-09-08 07:24:58
4503,金雨,TPEx,active,2025-09-08 07:24:58
4506,崇友,TPEx,active,2025-09-08 07:24:58
4510,高鋒,TPEx,active,2025-09-08 07:24:58
4513,福裕,TPEx,active,2025-09-08 07:24:58
4523,永彰,TPEx,active,2025-09-08 07:24:58
4527,方土霖,TPEx,active,2025-09-08 07:24:58
4528,江興鍛,TPEx,active,2025-09-08 07:24:58
4529,淳紳,TPEx,active,2025-09-08 07:24:58
4530,宏易,TPEx,active,2025-09-08 07:24:58
4533,協易機,TPEx,active,2025-09-08 07:24:58
4534,慶騰,TPEx,active,2025-09-08 07:24:58
4535,至興,TPEx,active,2025-09-08 07:24:58
4538,大詠城,TPEx,active,2025-09-08 07:24:58
4541,晟田,TPEx,active,2025-09-08 07:24:58
4542,科嶠,TPEx,active,2025-09-08 07:24:58
4543,萬在,TPEx,active,2025-09-08 07:24:58
4549,桓達,TPEx,active,2025-09-08 07:24:58
4550,長佳,TPEx,active,2025-09-08 07:24:58
4554,橙的,TPEx,active,2025-09-08 07:24:58
4556,旭然,TPEx,active,2025-09-08 07:24:58
4558,寶緯,TPEx,active,2025-09-08 07:24:58
4561,健椿,TPEx,active,2025-09-08 07:24:58
4563,百德,TPEx,active,2025-09-08 07:24:58
4568,科際精密,TPEx,active,2025-09-08 07:24:58
4577,達航科技,TPEx,active,2025-09-08 07:24:58
4580,捷流閥業,TPEx,active,2025-09-08 07:24:58
4584,君帆,TPEx,active,2025-09-08 07:24:58
4609,唐鋒,TPEx,active,2025-09-08 07:24:58
4702,中美實,TPEx,active,2025-09-08 07:24:58
4706,大恭,TPEx,active,2025-09-08 07:24:58
4707,磐亞,TPEx,active,2025-09-08 07:24:58
4711,永純,TPEx,active,2025-09-08 07:24:58
4714,永捷,TPEx,active,2025-09-08 07:24:58
4716,大立,TPEx,active,2025-09-08 07:24:58
4721,美琪瑪,TPEx,active,2025-09-08 07:24:58
4726,永昕,TPEx,active,2025-09-08 07:24:58
4728,雙美,TPEx,active,2025-09-08 07:24:58
4729,熒茂,TPEx,active,2025-09-08 07:24:58
4735,豪展,TPEx,active,2025-09-08 07:24:58
4741,泓瀚,TPEx,active,2025-09-08 07:24:58
4743,合一,TPEx,active,2025-09-08 07:24:58
4744,皇將,TPEx,active,2025-09-08 07:24:58
4745,合富-KY,TPEx,active,2025-09-08 07:24:58
4747,強生,TPEx,active,2025-09-08 07:24:58
4749,新應材,TPEx,active,2025-09-08 07:24:58
4754,國碳科,TPEx,active,2025-09-08 07:24:58
4760,勤凱,TPEx,active,2025-09-08 07:24:58
4767,誠泰科技,TPEx,active,2025-09-08 07:24:58
4768,晶呈科技,TPEx,active,2025-09-08 07:24:58
4772,台特化,TPEx,active,2025-09-08 07:24:58
4804,大略-KY,TPEx,active,2025-09-08 07:24:58
4806,桂田文創,TPEx,active,2025-09-08 07:24:58
4903,聯光通,TPEx,active,2025-09-08 07:24:58
4905,台聯電,TPEx,active,2025-09-08 07:24:58
4907,富宇,TPEx,active,2025-09-08 07:24:58
4908,前鼎,TPEx,active,2025-09-08 07:24:58
4909,新復興,TPEx,active,2025-09-08 07:24:58
4911,德英,TPEx,active,2025-09-08 07:24:58
4923,力士,TPEx,active,2025-09-08 07:24:58
4924,欣厚-KY,TPEx,active,2025-09-08 07:24:58
4931,新盛力,TPEx,active,2025-09-08 07:24:58
4933,友輝,TPEx,active,2025-09-08 07:24:58
4939,亞電,TPEx,active,2025-09-08 07:24:58
4946,辣椒,TPEx,active,2025-09-08 07:24:58
4950,金耘國際,TPEx,active,2025-09-08 07:24:58
4951,精拓科,TPEx,active,2025-09-08 07:24:58
4953,緯軟,TPEx,active,2025-09-08 07:24:58
4966,譜瑞-KY,TPEx,active,2025-09-08 07:24:58
4971,IET-KY,TPEx,active,2025-09-08 07:24:58
4972,湯石照明,TPEx,active,2025-09-08 07:24:58
4973,廣穎,TPEx,active,2025-09-08 07:24:58
4974,亞泰,TPEx,active,2025-09-08 07:24:58
4979,華星光,TPEx,active,2025-09-08 07:24:58
4987,科誠,TPEx,active,2025-09-08 07:24:58
4991,環宇-KY,TPEx,active,2025-09-08 07:24:58
4995,晶達,TPEx,active,2025-09-08 07:24:58
5009,榮剛,TPEx,active,2025-09-08 07:24:58
5011,久陽,TPEx,active,2025-09-08 07:24:58
5013,強新,TPEx,active,2025-09-08 07:24:58
5014,建錩,TPEx,active,2025-09-08 07:24:58
5015,華祺,TPEx,active,2025-09-08 07:24:58
5016,松和,TPEx,active,2025-09-08 07:24:58
5201,凱衛,TPEx,active,2025-09-08 07:24:58
5202,力新,TPEx,active,2025-09-08 07:24:58
5205,中茂,TPEx,active,2025-09-08 07:24:58
5206,坤悅,TPEx,active,2025-09-08 07:24:58
5209,新鼎,TPEx,active,2025-09-08 07:24:58
5210,寶碩,TPEx,active,2025-09-08 07:24:58
5211,蒙恬,TPEx,active,2025-09-08 07:24:58
5212,凌網,TPEx,active,2025-09-08 07:24:58
5213,亞昕,TPEx,active,2025-09-08 07:24:58
5220,萬達光電,TPEx,active,2025-09-08 07:24:58
5223,安力-KY,TPEx,active,2025-09-08 07:24:58
5227,立凱-KY,TPEx,active,2025-09-08 07:24:58
5228,鈺鎧,TPEx,active,2025-09-08 07:24:58
5230,雷笛克光學,TPEx,active,2025-09-08 07:24:58
5236,凌陽創新,TPEx,active,2025-09-08 07:24:58
5245,智晶,TPEx,active,2025-09-08 07:24:58
5251,天鉞電,TPEx,active,2025-09-08 07:24:58
5263,智崴,TPEx,active,2025-09-08 07:24:58
5272,笙科,TPEx,active,2025-09-08 07:24:58
5274,信驊,TPEx,active,2025-09-08 07:24:58
5276,達輝-KY,TPEx,active,2025-09-08 07:24:58
5278,尚凡*,TPEx,active,2025-09-08 07:24:58
5287,數字,TPEx,active,2025-09-08 07:24:58
5289,宜鼎,TPEx,active,2025-09-08 07:24:58
5291,邑昇,TPEx,active,2025-09-08 07:24:58
5299,杰力,TPEx,active,2025-09-08 07:24:58
5301,寶得利,TPEx,active,2025-09-08 07:24:58
5302,太欣,TPEx,active,2025-09-08 07:24:58
5309,系統電,TPEx,active,2025-09-08 07:24:58
5310,天剛,TPEx,active,2025-09-08 07:24:58
5312,寶島科,TPEx,active,2025-09-08 07:24:58
5314,世紀*,TPEx,active,2025-09-08 07:24:58
5315,光聯,TPEx,active,2025-09-08 07:24:58
5321,美而快,TPEx,active,2025-09-08 07:24:58
5324,士開,TPEx,active,2025-09-08 07:24:58
5328,華容,TPEx,active,2025-09-08 07:24:58
5340,建榮,TPEx,active,2025-09-08 07:24:58
5344,立衛,TPEx,active,2025-09-08 07:24:58
5345,馥鴻,TPEx,active,2025-09-08 07:24:58
5347,世界,TPEx,active,2025-09-08 07:24:58
5348,正能量智能,TPEx,active,2025-09-08 07:24:58
5351,鈺創,TPEx,active,2025-09-08 07:24:58
5353,台林,TPEx,active,2025-09-08 07:24:58
5355,佳總,TPEx,active,2025-09-08 07:24:58
5356,協益,TPEx,active,2025-09-08 07:24:58
5364,力麗店,TPEx,active,2025-09-08 07:24:58
5371,中光電,TPEx,active,2025-09-08 07:24:58
5381,合正,TPEx,active,2025-09-08 07:24:58
5386,青雲,TPEx,active,2025-09-08 07:24:58
5392,能率,TPEx,active,2025-09-08 07:24:58
5398,慕康生醫,TPEx,active,2025-09-08 07:24:58
5403,中菲,TPEx,active,2025-09-08 07:24:58
5410,國眾,TPEx,active,2025-09-08 07:24:58
5425,台半,TPEx,active,2025-09-08 07:24:58
5426,振發,TPEx,active,2025-09-08 07:24:58
5432,新門,TPEx,active,2025-09-08 07:24:58
5438,東友,TPEx,active,2025-09-08 07:24:58
5439,高技,TPEx,active,2025-09-08 07:24:58
5443,均豪,TPEx,active,2025-09-08 07:24:58
5450,南良,TPEx,active,2025-09-08 07:24:58
5452,佶優,TPEx,active,2025-09-08 07:24:58
5455,昇益,TPEx,active,2025-09-08 07:24:58
5457,宣德,TPEx,active,2025-09-08 07:24:58
5460,同協,TPEx,active,2025-09-08 07:24:58
5464,霖宏,TPEx,active,2025-09-08 07:24:58
5465,富驊,TPEx,active,2025-09-08 07:24:58
5468,凱鈺,TPEx,active,2025-09-08 07:24:58
5474,聰泰,TPEx,active,2025-09-08 07:24:58
5475,德宏,TPEx,active,2025-09-08 07:24:58
5478,智冠,TPEx,active,2025-09-08 07:24:58
5481,新華,TPEx,active,2025-09-08 07:24:58
5483,中美晶,TPEx,active,2025-09-08 07:24:58
5487,通泰,TPEx,active,2025-09-08 07:24:58
5488,松普,TPEx,active,2025-09-08 07:24:58
5489,彩富,TPEx,active,2025-09-08 07:24:58
5490,同亨,TPEx,active,2025-09-08 07:24:58
5493,三聯,TPEx,active,2025-09-08 07:24:58
5498,凱崴,TPEx,active,2025-09-08 07:24:58
5508,永信建,TPEx,active,2025-09-08 07:24:58
5511,德昌,TPEx,active,2025-09-08 07:24:58
5512,力麒,TPEx,active,2025-09-08 07:24:58
5514,三豐,TPEx,active,2025-09-08 07:24:58
5516,雙喜,TPEx,active,2025-09-08 07:24:58
5520,力泰,TPEx,active,2025-09-08 07:24:58
5523,豐謙,TPEx,active,2025-09-08 07:24:58
5529,鉅陞,TPEx,active,2025-09-08 07:24:58
5530,龍巖,TPEx,active,2025-09-08 07:24:58
5536,聖暉*,TPEx,active,2025-09-08 07:24:58
5543,桓鼎-KY,TPEx,active,2025-09-08 07:24:58
5548,安倉,TPEx,active,2025-09-08 07:24:58
5601,台聯櫃,TPEx,active,2025-09-08 07:24:58
5603,陸海,TPEx,active,2025-09-08 07:24:58
5604,中連,TPEx,active,2025-09-08 07:24:58
5609,中菲行,TPEx,active,2025-09-08 07:24:58
5701,劍湖山,TPEx,active,2025-09-08 07:24:58
5703,亞都,TPEx,active,2025-09-08 07:24:58
5704,老爺知,TPEx,active,2025-09-08 07:24:58
5864,致和證,TPEx,active,2025-09-08 07:24:58
5878,台名,TPEx,active,2025-09-08 07:24:58
5902,德記,TPEx,active,2025-09-08 07:24:58
5903,全家,TPEx,active,2025-09-08 07:24:58
5904,寶雅,TPEx,active,2025-09-08 07:24:58
5905,南仁湖,TPEx,active,2025-09-08 07:24:58
6015,宏遠證,TPEx,active,2025-09-08 07:24:58
6016,康和證,TPEx,active,2025-09-08 07:24:58
6020,大展證,TPEx,active,2025-09-08 07:24:58
6021,美好證,TPEx,active,2025-09-08 07:24:58
6026,福邦證,TPEx,active,2025-09-08 07:24:58
6101,寬魚國際,TPEx,active,2025-09-08 07:24:58
6103,合邦,TPEx,active,2025-09-08 07:24:58
6104,創惟,TPEx,active,2025-09-08 07:24:58
6109,亞元,TPEx,active,2025-09-08 07:24:58
6111,大宇資,TPEx,active,2025-09-08 07:24:58
6113,亞矽,TPEx,active,2025-09-08 07:24:58
6114,久威,TPEx,active,2025-09-08 07:24:58
6118,建達,TPEx,active,2025-09-08 07:24:58
6121,新普,TPEx,active,2025-09-08 07:24:58
6122,擎邦,TPEx,active,2025-09-08 07:24:58
6123,上奇,TPEx,active,2025-09-08 07:24:58
6124,業強,TPEx,active,2025-09-08 07:24:58
6125,廣運,TPEx,active,2025-09-08 07:24:58
6126,信音,TPEx,active,2025-09-08 07:24:58
6127,九豪,TPEx,active,2025-09-08 07:24:58
6129,普誠,TPEx,active,2025-09-08 07:24:58
6130,上亞科技,TPEx,active,2025-09-08 07:24:58
6134,萬旭,TPEx,active,2025-09-08 07:24:58
6138,茂達,TPEx,active,2025-09-08 07:24:58
6140,訊達,TPEx,active,2025-09-08 07:24:58
6143,振曜,TPEx,active,2025-09-08 07:24:58
6144,得利影,TPEx,active,2025-09-08 07:24:58
6146,耕興,TPEx,active,2025-09-08 07:24:58
6147,頎邦,TPEx,active,2025-09-08 07:24:58
6148,驊宏資,TPEx,active,2025-09-08 07:24:58
6150,撼訊,TPEx,active,2025-09-08 07:24:58
